topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.",NYT20000823.0141,515,"Recent studies showed that abnormal rainfalls boosted mice populations and likely sparked the 1993 hantavirus outbreak near Albuquerque, N.M., suggesting that climate shifts pose infectious disease threats in the United States.","515, 742","1963, 2029;2098, 2190","Recent studies showed that abnormal rainfalls boosted mice populations and likely sparked the 1993 hantavirus outbreak near Albuquerque, N.M., suggesting that climate shifts pose infectious disease threats in the United States.","The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms",0,0.53217036
D0606F,XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.",NYT20000823.0141,515,"Recent studies showed that abnormal rainfalls boosted mice populations and likely sparked the 1993 hantavirus outbreak near Albuquerque, N.M., suggesting that climate shifts pose infectious disease threats in the United States.","542, 633;658, 742","1963, 2029;2098, 2190",abnormal rainfalls boosted mice populations and likely sparked the 1993 hantavirus outbreak...suggesting that climate shifts pose infectious disease threats in the United States.,"The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms",0,0.5374058
D0606F,XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.",XIE19960710.0062,1618,"Climate change allows disease vectors to extend territory, helping infectious diseases spread and kill more people.","1618, 1632;1677, 1711","1963, 2029;2098, 2190",Climate change...helping infectious diseases spread,"The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms",0,0.5141527
D0606F,XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.",XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.","1963, 2045;2047, 2096","1963, 2029;2098, 2190",The incidence of food-and water-related infections such as cholera would also grow...particularly in tropical and sub-tropical regions,"The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms",0,0.60929686
D0606F,XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.",XIE19960710.0062,1963,"The incidence of food-and water-related infections such as cholera would also grow, particularly in tropical and sub-tropical regions, following changes in water distribution, temperature and the proliferation of microorganisms, the report added.","1963, 2029;2098, 2190","1963, 2029;2098, 2190","The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms","The incidence of food-and water-related infections such as cholera...following changes in water distribution, temperature and the proliferation of microorganisms",0,0.73535895
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",APW20000830.0162,2157,"According to a study published in the July issue of the Dutch journal Climate Change, Arctic temperatures in the late 20th century were the warmest in four centuries.","2157, 2177","2210, 2233",According to a study,According to the report,0,0.59380555
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",NYT20000831.0237,848,"According to the report, up to 70 percent of the natural habitat could be lost, and 20 percent of the species rendered extinct, in the Arctic and northernmost areas of places like Canada, Russia and Scandinavia, where warming is predicted to be most rapid.","848, 871","2210, 2233",According to the report,According to the report,0,0.69206804
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.","2210, 2233","2210, 2233",According to the report,According to the report,0,0.69206804
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",XIE19971114.0179,660,"According to the report, the worst affected areas will be the Nile Delta in Egypt, Venice in Italy and Thessaloniki in Greece as a consequence of the expected rise in sea level.","660, 683","2210, 2233",According to the report,According to the report,0,0.69206804
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",NYT20000823.0141,2872,"The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas where plants flourish.","2872, 3042","2210, 2219;2235, 2297","The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas",According...by exacerbating the production of some types of air pollutants,0,0.51713663
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.","2210, 2219;2235, 2297","2210, 2219;2235, 2297",According...by exacerbating the production of some types of air pollutants,According...by exacerbating the production of some types of air pollutants,0,0.7049113
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.","2299, 2438","2299, 2438","climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.","climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",0,0.75336456
D0606F,XIE19960710.0062,2210,"According to the report, by exacerbating the production of some types of air pollutants, climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",XIE19971121.0037,1687,"Climate changes will also increase the risk of heart disease, pulmonary tuberculosis, and other infectious diseases in the subtropical and tropical areas, according to experts.","1687, 1840","2299, 2438","Climate changes will also increase the risk of heart disease, pulmonary tuberculosis, and other infectious diseases in the subtropical and tropical areas","climate change would result in the increase in the incidence of related health problems, such as cardio-vascular and respiratory disorders.",0,0.64811814
D0606F,XIE19960710.0062,2439,"In some regions, warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",NYT20000823.0141,1595,"Rising temperatures, heavier rains and longer droughts would shake up ecological systems that influence human well-being.","1595, 1629","2439, 2454;2456, 2634","Rising temperatures, heavier rains","In some regions...warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",0,0.55547076
D0606F,XIE19960710.0062,2439,"In some regions, warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",NYT20000823.0141,2872,"The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas where plants flourish.","2872, 3042","2439, 2454;2456, 2634","The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas","In some regions...warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",0,0.694692
D0606F,XIE19960710.0062,2439,"In some regions, warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",XIE19960710.0062,883,The extreme weather events may be more frequent and severe as the climate is getting warmer and wetter.,"945, 986","2439, 2454;2456, 2634",the climate is getting warmer and wetter.,"In some regions...warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",0,0.63901025
D0606F,XIE19960710.0062,2439,"In some regions, warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",XIE19960710.0062,2439,"In some regions, warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.","2439, 2454;2456, 2634","2439, 2454;2456, 2634","In some regions...warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.","In some regions...warmer and wetter climate could also lead to higher concentration in air of various pollens and spores with a possible impact on allergic disorders, such as hay fever and asthma.",0,0.75444996
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",NYT19990607.0382,993,"``The thing that screams out here is that from the inter-tidal zone to the open ocean, from the Antarctic to the Arctic, we are seeing worrisome things everywhere that seem to be most closely correlated with climate change.''","1128, 1155;1166, 1216","2678, 2720",worrisome things everywhere...to be most closely correlated with climate change.,a factor closely related to climate change,0,0.5064198
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2678, 2720","2678, 2720",a factor closely related to climate change,a factor closely related to climate change,0,0.7041622
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",APW19990608.0009,0,"WASHINGTON (AP -- Rising ocean temperatures, perhaps caused by global climate change, are threatening to push salmon out of their Pacific Ocean habitat, two marine biologist said today, citing as early evidence the decline in Alaska salmon.","0, 10;45, 84","2706, 2720;2728, 2780",WASHINGTON...perhaps caused by global climate change,climate change...leads to increased exposure to ultraviolet radiation,0,0.5273447
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2706, 2720;2728, 2780","2706, 2720;2728, 2780",climate change...leads to increased exposure to ultraviolet radiation,climate change...leads to increased exposure to ultraviolet radiation,0,0.721588
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",NYT20000823.0141,2872,"The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas where plants flourish.","2872, 3042","2635, 2674;2782, 2803","The group recently warned that warmer air will increase ground-level ozone pollution, aggravating asthma and other breathing problems, plus increase allergy woes in areas",Sustained stratospheric ozone depletion...would cause increased,0,0.51788294
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2635, 2674;2782, 2803","2635, 2674;2782, 2803",Sustained stratospheric ozone depletion...would cause increased,Sustained stratospheric ozone depletion...would cause increased,0,0.72092116
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2635, 2674;2794, 2824","2635, 2674;2782, 2803",Sustained stratospheric ozone depletion...increased cases of skin cancer,Sustained stratospheric ozone depletion...would cause increased,0,0.61043906
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2635, 2674;2782, 2803","2635, 2674;2794, 2824",Sustained stratospheric ozone depletion...would cause increased,Sustained stratospheric ozone depletion...increased cases of skin cancer,0,0.6112232
D0606F,XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.",XIE19960710.0062,2635,"Sustained stratospheric ozone depletion -- a factor closely related to climate change, which leads to increased exposure to ultraviolet radiation, would cause increased cases of skin cancer, and possibly of ocular lesions, such as cataracts.","2635, 2674;2794, 2824","2635, 2674;2794, 2824",Sustained stratospheric ozone depletion...increased cases of skin cancer,Sustained stratospheric ozone depletion...increased cases of skin cancer,0,0.7323829
D0606F,XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.","2877, 2915","2877, 2915",It may also impair human immune system,It may also impair human immune system,0,0.72326195
D0606F,XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",XIE19960710.0006,167,The warning was made by about 60 insurance companies in a position paper they presented Tuesday to an international negotiating conference on climate change resumed in Geneva on Monday.,"240, 323","2877, 2879;2917, 3070",they presented Tuesday to an international negotiating conference on climate change,"It...said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",0,0.56612325
D0606F,XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",XIE19960710.0006,1846,"How fast to reduce greenhouse gas emissions is the focus of the latest negotiating conference, known officially as the second session of the Conference of the Parties to the UN Framework Convention on Climate Change.","1906, 1939;1941, 2062","2877, 2879;2917, 3070",the latest negotiating conference...known officially as the second session of the Conference of the Parties to the UN Framework Convention on Climate Change.,"It...said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",0,0.5293857
D0606F,XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.","2877, 2879;2917, 3070","2877, 2879;2917, 3070","It...said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.","It...said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",0,0.73596966
D0606F,XIE19960710.0062,2877,"It may also impair human immune system, said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",XIE19971114.0179,0,"BEIRUT, November 14 (Xinhua) -- Global warming weather will critically undermine efforts for sustainable development in Lebanon and other Mediterranean literal states, the Greenpeace Mediterranean has said in a report.","166, 218","2877, 2879;2917, 3070",", the Greenpeace Mediterranean has said in a report.","It...said the report, which was released at the July 8-19 session in Geneva of the Conference of the Parties of the UN Framework Convention on Climate Change.",0,0.5101558
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.","0, 8;70, 103","0, 8;70, 103",MONTREAL...today called for stronger actions,MONTREAL...today called for stronger actions,0,0.7095594
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19971001.0046,0,"WASHINGTON, September 30 (Xinhua) -- Some 1,000 world senior scientists at a summit here today called on world leaders to act immediately to prevent the potentially devastating consequences of human-induced global warming.","75, 222","0, 8;70, 103",a summit here today called on world leaders to act immediately to prevent the potentially devastating consequences of human-induced global warming.,MONTREAL...today called for stronger actions,0,0.5723472
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",NYT19990607.0382,236,These are a few of the signs that scientists say point to an increasingly inescapable conclusion: global warming is threatening marine life worldwide.,"334, 386","87, 178",global warming is threatening marine life worldwide.,stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,0,0.5029846
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19960710.0062,0,"GENEVA, July 9 (Xinhua) -- Climate change is likely to disturb various natural and ecological systems, posing serious threat to human health, said a report jointly released Tuesday by relevant United Nations specialized agencies at a session on global warming issue.","8, 101","87, 178",July 9 (Xinhua) -- Climate change is likely to disturb various natural and ecological systems,stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,0,0.61351126
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.","87, 178","87, 178",stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,0,0.7222812
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.","180, 353","87, 178","Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,0,0.58309466
D0606F,XIE19961017.0313,0,"MONTREAL, October 16 (Xinhua) -- The World Wide Fund for Nature (WWF) today called for stronger actions to combat the threat of climate change to wildlife and natural ecosystems.",XIE19981031.0181,0,"BUENOS AIRES, October 30 (Xinhua) -- The World Wildlife Fund (WWF) and the Wildlife Foundation of Argentina (WFA) on Friday called for the saving of forests and jungles, which are in danger because of the climate change.","149, 168;176, 220","87, 178",forests and jungles...are in danger because of the climate change.,stronger actions to combat the threat of climate change to wildlife and natural ecosystems.,0,0.5148186
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",APW19990608.0009,2584,"Welch said that if the warming continues as part of a broader global climate change, the salmon as a species may be forced northward into the Bering Sea, abandoning their traditional Pacific habitat.","2584, 2736","180, 353","Welch said that if the warming continues as part of a broader global climate change, the salmon as a species may be forced northward into the Bering Sea","Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.59737307
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",NYT20000831.0237,1733,"``Rapid rates of global warming are likely to increase rates of habitat loss and species extinction, most markedly in the higher latitudes of the Northern Hemisphere,'' the report says.","1733, 1832","180, 353",``Rapid rates of global warming are likely to increase rates of habitat loss and species extinction,"Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.5368562
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",NYT20000831.0237,1919,``Extensive areas of habitat may be lost to global warming and many species may be unable to shift their ranges fast enough to keep up.'',"1919, 1977","180, 353",``Extensive areas of habitat may be lost to global warming,"Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.53500104
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",XIE19960710.0062,0,"GENEVA, July 9 (Xinhua) -- Climate change is likely to disturb various natural and ecological systems, posing serious threat to human health, said a report jointly released Tuesday by relevant United Nations specialized agencies at a session on global warming issue.","8, 101","180, 353",July 9 (Xinhua) -- Climate change is likely to disturb various natural and ecological systems,"Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.5022684
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.","180, 353","180, 353","Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas","Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.7311607
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",XIE19961017.0313,1359,"""Significant loss of species must be considered as one of the most important impacts of climate change,"" the study said.","1360, 1461","180, 353",Significant loss of species must be considered as one of the most important impacts of climate change,"Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.57918274
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",XIE19981031.0181,0,"BUENOS AIRES, October 30 (Xinhua) -- The World Wildlife Fund (WWF) and the Wildlife Foundation of Argentina (WFA) on Friday called for the saving of forests and jungles, which are in danger because of the climate change.","149, 168;176, 220","180, 353",forests and jungles...are in danger because of the climate change.,"Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas",0,0.5568155
D0606F,XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.",XIE19961017.0313,179,"""Climate change as a result of global warming represents a serious threat to the survival of biodiversity and the protection, management and rehabilitation of protected areas,"" the WWF reaffirmed.","356, 375","356, 375",the WWF reaffirmed.,the WWF reaffirmed.,0,0.71817774
D0606F,XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.",XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.","376, 419;421, 488","376, 419;421, 488",Governments and international organizations...have to stop hitting the snooze button on the alarm bell for action,Governments and international organizations...have to stop hitting the snooze button on the alarm bell for action,0,0.72888553
D0606F,XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.",XIE19971001.0046,1102,The scientists' declaration urged all government leaders to demonstrate a new commitment to protecting the global environment for future generations.,"1102, 1190","376, 419;421, 488",The scientists' declaration urged all government leaders to demonstrate a new commitment,Governments and international organizations...have to stop hitting the snooze button on the alarm bell for action,0,0.53717506
D0606F,XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.",XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.","482, 488;494, 519","482, 488;494, 519",action...global warming represents,action...global warming represents,0,0.5840322
D0606F,XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.",XIE19961017.0313,376,"Governments and international organizations ""have to stop hitting the snooze button on the alarm bell for action that global warming represents,"" said Adam Markham, director of the WWF's Global Climate Change Campaign.","376, 419;522, 539","376, 419;522, 539",Governments and international organizations...said Adam Markham,Governments and international organizations...said Adam Markham,0,0.7030058
D0606F,XIE19961017.0313,595,"""How many ecosystems must be threatened before we listen to this wake-up call?""",XIE19961017.0313,595,"""How many ecosystems must be threatened before we listen to this wake-up call?""","596, 673","596, 673",How many ecosystems must be threatened before we listen to this wake-up call?,How many ecosystems must be threatened before we listen to this wake-up call?,0,0.70755637
D0606F,XIE19961017.0313,675,"he asked at a news briefing at the ongoing World Conservation Congress in Montreal, Canada.",XIE19961017.0313,675,"he asked at a news briefing at the ongoing World Conservation Congress in Montreal, Canada.","675, 757","675, 757",he asked at a news briefing at the ongoing World Conservation Congress in Montreal,he asked at a news briefing at the ongoing World Conservation Congress in Montreal,0,0.71938765
D0606F,XIE19961017.0313,675,"he asked at a news briefing at the ongoing World Conservation Congress in Montreal, Canada.",XIE19980327.0038,239,"At a press conference held here at the UNEP headquarters, Alex Alusa, program officer of UNEP atmosphere unit, said that UNEP had organized seminars to help African leaders in planning and preparing for droughts in Africa.","242, 295","675, 757",a press conference held here at the UNEP headquarters,he asked at a news briefing at the ongoing World Conservation Congress in Montreal,0,0.57254714
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",APW19990608.0009,0,"WASHINGTON (AP -- Rising ocean temperatures, perhaps caused by global climate change, are threatening to push salmon out of their Pacific Ocean habitat, two marine biologist said today, citing as early evidence the decline in Alaska salmon.","0, 10;45, 84","767, 803",WASHINGTON...perhaps caused by global climate change,Climate changes affecting the planet,0,0.501924
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.","767, 803","767, 803",Climate changes affecting the planet,Climate changes affecting the planet,0,0.6997683
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",APW19980610.0858,1674,"Greenhouse gas emissions - including carbon dioxide created by the burning of coal, gas and oil, are believed by most atmospheric scientists to cause the warming of the Earth's surface and a change in the global climate.","1701, 1769","767, 858","including carbon dioxide created by the burning of coal, gas and oil","Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.5701038
